Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
25,Travel_Frequently,Research & Development,0,High School,Female,2,0,Single,4002.10316274605,0,18,2,0,1,10,10,1
33,Travel_Frequently,Sales,0,High School,Female,5,1,Single,3266.094641090129,1,2,2,10,2,7,10,1
48,Travel_Rarely,Research & Development,0,High School,Male,2,6,Married,2769.3807653298636,0,21,5,9,14,5,12,0
40,Travel_Rarely,Sales,0,Masters,Female,2,1,Single,4697.471774409094,0,5,2,9,11,0,7,0
35,Travel_Frequently,Sales,0,High School,Female,5,2,Single,121.6098051857798,0,5,2,12,14,0,8,0
20,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,1,Married,3628.9158421619286,0,5,1,14,14,5,11,0
32,Travel_Rarely,Research & Development,0,High School,Female,1,0,Married,-1101.0441376620774,0,29,4,0,6,14,7,1
43,Travel_Rarely,Sales,0,Undergraduate,Male,2,0,Divorced,1955.4896093226396,0,27,1,3,14,0,11,0
44,Travel_Rarely,Research & Development,0,High School,Male,1,2,Single,4395.450636654193,0,20,1,7,13,0,13,0
18,Travel_Rarely,Research & Development,0,Masters,Female,2,5,Single,4630.641395020426,1,25,1,13,1,13,3,0
24,Travel_Rarely,Research & Development,0,Masters,Male,0,1,Divorced,3879.491640932998,0,16,4,3,13,12,0,0
32,Travel_Frequently,Sales,1,Undergraduate,Female,3,3,Married,3765.3269835670317,0,0,1,11,9,12,5,1
31,Travel_Rarely,Sales,0,High School,Female,0,4,Single,5502.058125902966,0,21,6,16,6,3,9,0
41,Travel_Rarely,Sales,0,Undergraduate,Male,1,7,Married,4875.548494351027,0,2,6,18,11,3,5,0
19,Travel_Rarely,Sales,0,High School,Male,5,3,Married,3071.7521390751294,0,31,4,18,2,10,14,1
28,Travel_Frequently,Sales,0,Phd,Male,3,1,Single,2042.1662989525976,1,3,5,14,14,5,10,0
43,Travel_Rarely,Sales,0,Undergraduate,Male,3,1,Married,4455.452871318034,1,34,3,1,5,13,0,1
44,Travel_Rarely,Sales,0,Masters,Male,2,2,Divorced,839.4684446677493,1,27,4,19,2,8,13,1
20,Travel_Rarely,Sales,0,High School,Male,2,0,Married,826.0018203154491,0,14,4,7,9,14,2,1
41,Non-Travel,Sales,0,Undergraduate,Male,2,3,Married,5656.840784091142,0,13,4,10,12,1,8,0
21,Travel_Rarely,Sales,0,Undergraduate,Male,2,2,Divorced,1650.2141195703703,0,14,2,11,8,9,1,1
41,Travel_Rarely,Sales,0,Phd,Male,2,3,Married,5471.7264827465115,0,37,2,13,6,13,8,1
42,Travel_Frequently,Research & Development,0,Masters,Male,2,4,Married,2141.9242949749414,0,18,2,8,0,11,7,0
37,Travel_Rarely,Sales,0,Masters,Female,4,1,Single,2245.722392519824,0,20,5,2,2,8,3,1
25,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,0,Married,4482.315614180945,0,29,2,2,2,11,12,0
15,Travel_Rarely,Sales,0,Undergraduate,Female,0,4,Single,2430.355230240464,0,37,4,5,1,14,2,0
49,Travel_Frequently,Sales,0,Phd,Female,1,4,Married,1464.316491911973,1,24,2,7,10,14,14,0
20,Travel_Rarely,Sales,0,High School,Male,2,3,Single,4262.659854473347,0,12,2,5,14,6,5,1
28,Travel_Frequently,Sales,0,High School,Female,2,3,Married,-1514.3336681376095,1,23,6,7,12,5,2,1
32,Travel_Rarely,Sales,0,Undergraduate,Male,7,4,Divorced,3057.465386059807,0,37,2,18,7,12,14,1
35,Travel_Rarely,Research & Development,0,Undergraduate,Male,7,3,Married,1155.98671255448,0,20,0,6,9,2,2,0
40,Travel_Rarely,Research & Development,0,Phd,Male,2,7,Single,4878.510272947919,1,38,5,13,12,7,9,0
39,Travel_Frequently,Human Resources,0,Undergraduate,Male,1,4,Single,5153.562026795986,1,32,2,5,12,0,3,0
37,Non-Travel,Sales,1,Undergraduate,Male,1,2,Single,-1584.7938637109592,0,13,2,13,3,13,14,1
33,Non-Travel,Research & Development,0,Masters,Female,2,2,Married,3646.4497103730696,0,39,1,16,7,9,13,0
26,Travel_Rarely,Human Resources,0,Phd,Male,1,6,Divorced,4631.590981085061,0,13,3,4,14,2,12,0
45,Travel_Rarely,Sales,0,High School,Male,3,3,Married,3172.0035031329885,0,1,3,14,14,0,10,0
39,Travel_Frequently,Research & Development,0,Undergraduate,Male,4,2,Single,1630.2003251898946,0,1,2,9,5,14,3,0
42,Travel_Frequently,Sales,0,Undergraduate,Male,1,3,Married,5054.907039533159,0,10,2,14,9,4,2,0
33,Travel_Rarely,Research & Development,0,Masters,Male,3,1,Married,3219.7073634603707,0,16,2,18,5,4,6,0
42,Travel_Rarely,Sales,0,Phd,Male,1,1,Single,6122.837271388561,0,17,3,12,13,7,11,1
11,Travel_Rarely,Sales,0,High School,Female,4,3,Married,2073.296933565412,0,27,5,8,7,9,2,1
46,Travel_Rarely,Human Resources,0,Undergraduate,Male,1,4,Divorced,4376.744112465475,1,8,3,12,0,0,3,0
33,Travel_Rarely,Sales,0,Undergraduate,Male,3,8,Single,5380.134175341885,0,14,3,1,8,1,7,0
30,Travel_Frequently,Research & Development,0,Masters,Female,1,3,Married,668.9415636916801,1,12,5,13,8,12,10,0
30,Travel_Rarely,Sales,0,Phd,Male,1,2,Married,883.8663756381684,1,27,3,15,9,14,13,1
29,Travel_Frequently,Research & Development,0,Phd,Female,3,6,Married,2963.233777025262,0,6,5,18,7,9,4,0
35,Travel_Rarely,Sales,0,Undergraduate,Male,3,4,Single,1456.5767413952428,0,11,1,1,13,3,0,0
37,Travel_Rarely,Human Resources,0,Undergraduate,Male,2,1,Single,4062.433047330758,0,39,3,11,4,3,7,0
51,Travel_Rarely,Sales,0,High School,Male,2,4,Divorced,1672.0183844479782,0,21,2,13,7,9,14,0
35,Travel_Rarely,Sales,0,Undergraduate,Female,1,1,Married,4450.617778160588,0,9,3,0,4,1,7,0
23,Travel_Rarely,Sales,0,Masters,Female,4,2,Single,3356.722822073583,0,18,0,8,7,7,13,1
58,Travel_Frequently,Sales,0,Masters,Male,3,2,Single,2145.5153133106005,0,27,3,2,4,4,14,0
35,Travel_Rarely,Sales,1,High School,Female,1,3,Single,1071.5131643484924,1,22,3,18,2,12,6,1
33,Travel_Rarely,Sales,0,High School,Female,3,2,Married,3380.4500651131975,0,5,5,12,3,3,13,0
30,Travel_Rarely,Research & Development,1,Undergraduate,Male,1,5,Single,3558.2018106210317,0,14,3,6,5,11,2,0
21,Travel_Rarely,Human Resources,0,Masters,Male,5,2,Married,689.005754260731,0,24,5,14,2,12,11,1
47,Travel_Rarely,Sales,0,High School,Female,3,1,Single,2943.592752567901,0,12,5,2,1,14,6,1
23,Non-Travel,Research & Development,0,Phd,Male,0,6,Single,3810.1793753383686,0,4,5,12,5,12,11,0
45,Travel_Rarely,Sales,0,Undergraduate,Male,1,2,Married,2113.8781067149284,0,22,4,2,13,14,4,1
32,Travel_Frequently,Sales,0,Phd,Male,1,3,Married,5534.267622580191,0,37,3,8,14,5,1,1
41,Travel_Rarely,Research & Development,0,Undergraduate,Male,3,1,Divorced,3051.793844463884,0,14,2,9,9,3,11,0
32,Non-Travel,Sales,0,High School,Male,1,4,Married,2333.7568418802744,0,20,2,15,13,0,2,0
38,Travel_Rarely,Research & Development,1,Phd,Female,5,5,Single,3753.787879179271,0,6,4,10,13,3,8,0
35,Non-Travel,Sales,1,Masters,Male,3,5,Divorced,-485.3146301059942,0,2,3,12,1,11,6,0
35,Non-Travel,Research & Development,0,Masters,Female,3,4,Married,4085.3552613745296,1,39,2,3,2,10,11,0
48,Travel_Rarely,Sales,0,High School,Male,2,4,Divorced,5329.966062160278,0,14,6,14,1,10,3,0
35,Travel_Frequently,Sales,0,Undergraduate,Male,3,4,Single,1757.9188316895677,0,12,3,19,13,9,1,0
24,Travel_Rarely,Research & Development,0,High School,Male,1,4,Single,4246.003866566972,1,5,7,14,6,12,3,0
19,Travel_Frequently,Sales,0,Phd,Male,2,4,Divorced,2937.4049629837436,0,34,2,8,13,2,0,0
29,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,3,Married,-658.0451286006928,1,21,3,16,1,8,11,0
41,Travel_Rarely,Research & Development,0,Phd,Male,2,5,Married,3105.419739050902,0,16,0,16,9,2,10,0
41,Travel_Rarely,Research & Development,1,Undergraduate,Female,2,1,Single,1758.8168877138683,1,30,3,2,13,4,10,0
43,Travel_Frequently,Research & Development,0,Undergraduate,Female,2,2,Married,5139.481259356335,0,4,5,7,13,4,1,1
39,Travel_Rarely,Research & Development,0,Phd,Female,1,3,Single,2509.9414912536104,0,23,1,18,11,13,0,0
39,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,3,Single,1585.5929437385153,1,27,3,9,9,3,6,0
27,Travel_Rarely,Research & Development,0,High School,Female,1,2,Single,1838.0691273177845,1,0,5,7,0,0,5,1
41,Non-Travel,Research & Development,1,Undergraduate,Female,4,10,Single,2402.331923592875,0,6,1,0,11,10,2,1
50,Travel_Rarely,Sales,0,High School,Male,1,2,Single,9196.687696663335,1,2,4,8,13,7,9,1
34,Travel_Rarely,Sales,0,Masters,Female,3,3,Married,4237.666838929501,0,4,5,0,13,8,10,1
42,Travel_Rarely,Sales,0,Phd,Female,2,4,Divorced,4212.008890953046,0,0,4,19,0,11,13,0
29,Travel_Rarely,Sales,0,Undergraduate,Female,4,3,Married,3273.391845017801,0,25,5,9,9,7,7,1
46,Travel_Rarely,Research & Development,0,Undergraduate,Female,1,3,Single,6842.405321000397,0,23,4,11,3,12,8,0
42,Travel_Rarely,Research & Development,0,Undergraduate,Female,1,3,Single,1852.8202085824394,0,10,6,0,3,8,11,1
36,Travel_Frequently,Sales,0,High School,Female,5,3,Single,2182.0113077453907,1,20,5,17,5,14,2,1
26,Travel_Rarely,Research & Development,0,Phd,Male,1,4,Divorced,4539.719618558738,1,12,4,13,14,0,7,0
39,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,5,Single,2851.6919258516164,0,5,4,13,13,13,0,0
52,Travel_Rarely,Research & Development,0,Phd,Male,0,4,Divorced,2312.442573176115,0,33,1,12,1,4,7,0
36,Travel_Rarely,Research & Development,0,Phd,Male,2,4,Single,1767.1157642416542,1,15,2,17,7,3,14,0
58,Travel_Frequently,Sales,0,Undergraduate,Male,0,4,Married,4958.014981168669,0,37,1,17,10,3,3,0
22,Travel_Rarely,Sales,0,High School,Male,2,2,Single,2518.7604702238145,1,13,4,6,10,6,3,1
28,Travel_Rarely,Sales,0,High School,Male,1,2,Single,3700.7381125102756,1,4,0,15,2,9,2,1
28,Travel_Rarely,Research & Development,1,High School,Female,1,4,Divorced,2446.5315267426636,0,37,4,4,12,2,14,0
35,Travel_Rarely,Research & Development,0,High School,Female,2,4,Married,203.81147877275498,0,5,4,18,11,8,2,0
44,Travel_Rarely,Research & Development,0,Undergraduate,Female,3,6,Married,4381.589927357257,1,27,3,11,3,1,8,0
30,Travel_Rarely,Research & Development,0,Undergraduate,Female,1,0,Single,592.4222949147193,1,29,5,2,9,14,5,0
35,Travel_Rarely,Sales,0,Undergraduate,Male,3,2,Married,-107.51179113077569,0,37,2,12,6,10,0,1
41,Travel_Frequently,Research & Development,0,Masters,Female,0,2,Single,2501.529080543686,0,16,0,18,10,1,3,0
36,Travel_Rarely,Sales,0,High School,Female,1,1,Married,4199.831498956201,0,31,3,14,0,8,4,1
36,Travel_Frequently,Sales,0,High School,Male,0,4,Single,4512.774954622808,1,0,1,11,3,7,9,0
34,Travel_Rarely,Sales,0,Undergraduate,Female,1,4,Divorced,6828.799620372554,1,34,3,5,1,1,13,0
49,Travel_Frequently,Research & Development,0,High School,Male,2,0,Single,3365.9041695477576,0,38,2,10,8,10,6,0
27,Travel_Rarely,Sales,0,Undergraduate,Male,1,5,Single,1392.634797473461,1,5,4,4,11,14,7,0
51,Travel_Rarely,Research & Development,0,Masters,Male,3,3,Single,-415.4305260880078,0,29,0,5,4,3,10,0
29,Travel_Frequently,Research & Development,0,Masters,Male,2,1,Married,2702.6133414995847,0,17,9,1,11,11,2,1
42,Travel_Rarely,Sales,0,Phd,Female,2,4,Single,4742.5440515404725,0,5,7,14,6,10,14,0
41,Travel_Rarely,Sales,0,Phd,Female,3,3,Single,502.79509041531037,1,8,3,6,8,0,12,0
35,Travel_Frequently,Research & Development,0,Undergraduate,Male,4,3,Single,4078.835599670253,0,7,5,7,3,5,13,1
36,Travel_Frequently,Sales,0,Phd,Male,4,2,Married,3658.51497389433,0,37,4,10,0,4,13,1
40,Non-Travel,Sales,1,Phd,Male,2,3,Married,2787.1266350073806,0,16,3,8,11,14,3,1
33,Travel_Rarely,Research & Development,0,Undergraduate,Female,1,3,Married,5879.697559909103,0,29,3,14,9,12,11,0
29,Travel_Rarely,Research & Development,0,Masters,Female,2,2,Single,3780.666636185486,0,22,2,1,6,13,3,1
46,Travel_Rarely,Sales,0,Masters,Male,7,3,Single,5122.828263984693,0,21,4,7,6,6,9,1
32,Travel_Rarely,Research & Development,0,Undergraduate,Male,3,3,Divorced,4124.527323600283,1,27,1,11,6,13,5,0
36,Travel_Rarely,Human Resources,0,Undergraduate,Female,4,7,Married,206.8824492710728,0,9,2,4,14,9,9,0
33,Travel_Frequently,Research & Development,0,Undergraduate,Female,2,1,Divorced,3261.879804694298,1,32,7,7,8,0,7,0
38,Travel_Frequently,Sales,0,High School,Female,3,3,Married,3098.410051424043,1,1,0,3,11,7,5,1
42,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,4,Divorced,2779.0616319218843,1,27,4,1,8,2,13,1
28,Travel_Rarely,Human Resources,0,Undergraduate,Female,0,5,Divorced,4800.763424832509,0,15,5,9,3,3,8,0
12,Travel_Rarely,Sales,0,Phd,Female,1,3,Married,6220.663046428772,0,2,1,0,12,7,11,1
57,Travel_Rarely,Sales,0,High School,Male,2,1,Married,3351.3195677373196,0,12,2,3,1,4,8,0
23,Travel_Rarely,Research & Development,0,High School,Female,0,5,Divorced,6489.723930754055,1,22,3,14,11,12,12,0
38,Travel_Rarely,Research & Development,0,Phd,Male,3,4,Divorced,3335.4519034108494,0,1,2,17,0,13,1,0
26,Travel_Frequently,Research & Development,0,Phd,Male,2,1,Divorced,106.1999963014323,0,26,5,10,1,11,4,0
35,Travel_Frequently,Sales,0,Masters,Female,2,5,Divorced,3253.6106405328546,0,4,1,18,0,7,7,0
17,Travel_Frequently,Human Resources,0,Masters,Female,2,4,Single,4194.871255605624,1,8,4,12,3,10,5,0
55,Travel_Rarely,Research & Development,0,Undergraduate,Female,4,4,Married,2980.3323377237766,0,17,0,7,8,8,0,1
33,Travel_Rarely,Research & Development,0,High School,Female,2,2,Divorced,750.6382230148661,1,28,2,17,9,2,5,0
34,Non-Travel,Sales,0,Undergraduate,Female,2,3,Divorced,3868.855010957617,0,28,8,14,11,2,11,0
43,Travel_Rarely,Research & Development,0,High School,Female,2,1,Divorced,2067.425139692211,1,7,3,5,11,4,10,0
28,Travel_Rarely,Sales,1,Masters,Male,2,3,Single,5143.59141508643,0,1,3,3,10,8,13,1
18,Travel_Rarely,Research & Development,0,High School,Female,2,2,Married,6867.195531448815,0,6,0,5,12,7,0,0
48,Non-Travel,Research & Development,1,Phd,Male,1,2,Single,2149.0471673248426,0,29,2,1,8,9,14,1
15,Travel_Rarely,Sales,0,Undergraduate,Female,1,7,Single,3528.4264495479883,0,16,5,10,6,1,11,0
37,Travel_Rarely,Sales,2,Masters,Female,0,5,Single,4096.670236080231,0,3,1,6,11,0,4,0
20,Travel_Rarely,Research & Development,0,Masters,Male,0,5,Married,5337.993850275912,1,32,0,4,8,6,9,0
39,Travel_Rarely,Research & Development,0,High School,Male,3,5,Single,3739.130060684778,0,10,1,11,4,14,5,0
41,Travel_Frequently,Sales,0,Masters,Male,0,2,Married,2718.6474322490717,0,39,2,7,3,0,8,0
33,Travel_Frequently,Research & Development,0,Masters,Male,3,3,Single,2026.789906417188,0,14,5,1,13,2,12,0
29,Travel_Frequently,Research & Development,0,Masters,Female,1,3,Married,1935.1999560641582,0,13,3,4,11,11,12,0
27,Travel_Frequently,Research & Development,1,Masters,Female,3,2,Divorced,2935.2616270418102,0,19,1,12,6,10,11,0
35,Non-Travel,Sales,0,Masters,Female,2,3,Single,2560.790935507586,0,8,5,7,13,9,12,1
31,Travel_Rarely,Research & Development,0,Masters,Male,2,5,Single,4728.94771881328,0,35,2,0,4,13,9,1
26,Travel_Frequently,Research & Development,0,High School,Female,3,4,Divorced,1168.603207808745,1,26,10,19,3,9,10,0
32,Travel_Frequently,Sales,0,High School,Male,2,5,Single,2166.289968265055,0,38,3,10,5,11,9,1
31,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,1,Single,3621.56863191949,0,37,4,2,8,1,2,0
63,Travel_Rarely,Research & Development,1,High School,Female,0,3,Divorced,2288.8732317584204,0,3,7,12,13,8,4,0
32,Travel_Frequently,Research & Development,0,High School,Female,1,1,Single,2091.1101957267624,0,31,2,17,6,1,12,0
30,Travel_Rarely,Research & Development,0,High School,Male,2,1,Single,534.3568462241929,0,22,3,17,4,13,0,0
42,Travel_Rarely,Research & Development,0,High School,Male,2,1,Married,4811.369425203322,0,19,3,10,7,6,11,0
54,Travel_Frequently,Sales,1,Phd,Male,2,3,Married,2124.3537343985045,1,30,1,12,4,3,5,0
27,Travel_Rarely,Research & Development,0,Masters,Male,2,3,Single,3669.353667073128,0,7,1,18,8,7,12,0
33,Travel_Rarely,Sales,0,Undergraduate,Male,1,5,Single,486.11019704224054,0,5,4,4,7,4,0,1
28,Travel_Frequently,Research & Development,0,Undergraduate,Female,0,4,Divorced,4038.981352536568,0,6,6,13,7,3,2,0
47,Travel_Frequently,Research & Development,0,High School,Male,1,0,Married,977.2059107750129,0,24,7,12,10,5,14,0
42,Travel_Rarely,Sales,0,Undergraduate,Female,2,6,Single,1832.5763239176908,0,20,1,2,0,9,11,0
42,Travel_Rarely,Sales,0,Masters,Male,3,8,Married,4506.62619587784,1,20,2,9,13,8,2,0
27,Travel_Rarely,Research & Development,0,High School,Female,1,2,Married,3221.9552716394705,1,21,3,13,4,7,8,0
36,Travel_Rarely,Research & Development,0,Undergraduate,Female,3,4,Single,4992.785969427228,0,23,7,11,7,3,9,0
46,Travel_Rarely,Research & Development,0,Masters,Female,1,5,Single,2023.2865505956186,0,32,5,15,0,9,14,0
51,Travel_Frequently,Human Resources,0,Masters,Female,2,2,Single,2778.614932254557,0,39,0,2,8,2,13,0
32,Travel_Rarely,Research & Development,0,Phd,Female,3,1,Single,2334.2766179272894,1,34,1,1,12,3,11,0
41,Travel_Rarely,Sales,0,High School,Male,3,4,Single,3836.9182815151157,0,37,7,16,12,8,12,0
45,Travel_Rarely,Human Resources,0,Undergraduate,Female,2,4,Single,1040.7529809761088,0,8,3,11,7,9,4,0
38,Travel_Frequently,Sales,0,Masters,Male,3,7,Single,3513.1451703038556,0,11,4,12,14,2,8,0
46,Non-Travel,Research & Development,1,Undergraduate,Male,1,5,Single,2603.476153479026,0,5,4,14,6,11,5,0
16,Travel_Rarely,Research & Development,0,Undergraduate,Female,1,1,Single,1349.068238498967,0,13,2,2,6,0,3,0
41,Travel_Rarely,Research & Development,0,Phd,Male,1,3,Divorced,5835.34399580079,0,10,4,11,3,7,4,0
36,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,2,Married,3666.0997241211035,0,39,0,17,3,5,2,0
43,Travel_Rarely,Sales,0,High School,Male,3,2,Married,2329.7721212015786,0,18,1,4,6,4,9,0
57,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,1,Married,2181.7117010807033,0,22,2,14,12,1,9,0
43,Travel_Frequently,Research & Development,0,Phd,Male,1,4,Married,2746.5520320309156,1,37,2,15,10,14,8,0
19,Travel_Rarely,Human Resources,0,Undergraduate,Male,5,5,Single,2499.6522516171685,0,5,0,8,12,5,4,1
25,Travel_Rarely,Research & Development,0,High School,Male,0,2,Single,857.5286549402199,1,25,3,7,3,2,9,1
42,Travel_Rarely,Sales,1,Masters,Female,0,4,Divorced,2099.512094409767,0,20,3,0,8,4,5,1
43,Travel_Rarely,Sales,0,Undergraduate,Male,1,4,Married,4366.507449252786,1,0,4,4,10,8,5,1
52,Travel_Rarely,Human Resources,0,Masters,Male,4,0,Divorced,3644.7455675043007,0,27,2,13,0,13,2,1
44,Travel_Frequently,Sales,0,Masters,Female,3,2,Married,1206.7047841804451,1,15,3,14,1,6,2,1
26,Travel_Rarely,Research & Development,0,Phd,Male,3,2,Single,-130.52646261456948,0,25,3,8,2,6,13,0
58,Travel_Rarely,Sales,0,High School,Male,1,3,Married,5091.494353055082,0,8,2,9,8,7,7,1
32,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,3,Married,3609.8958444281798,0,19,5,11,5,4,1,0
38,Travel_Rarely,Research & Development,0,Phd,Male,1,2,Divorced,5854.804150107254,0,16,2,17,9,14,6,0
28,Travel_Rarely,Sales,0,Phd,Female,3,4,Single,2860.6100269607946,1,24,4,10,5,14,8,0
42,Travel_Rarely,Sales,0,Phd,Male,2,4,Married,4017.5111277401747,0,21,5,0,7,13,13,1
50,Non-Travel,Research & Development,0,Undergraduate,Male,2,2,Single,2082.734401434481,0,31,3,2,3,10,3,0
50,Travel_Rarely,Research & Development,2,Undergraduate,Female,2,5,Married,5347.590989798277,1,21,1,4,6,2,1,0
36,Travel_Rarely,Sales,0,High School,Female,3,2,Married,5102.277465180492,0,5,5,13,13,7,14,1
35,Travel_Frequently,Sales,0,Undergraduate,Female,1,3,Married,1480.434932224827,0,10,7,9,4,1,13,0
43,Travel_Rarely,Research & Development,0,Masters,Female,3,4,Divorced,7432.364667047193,1,32,3,6,8,13,3,0
33,Travel_Rarely,Research & Development,0,High School,Female,2,2,Divorced,3759.109784173931,0,19,3,14,11,10,6,0
45,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,2,Married,644.0718934627253,0,34,4,17,2,8,14,0
49,Travel_Rarely,Research & Development,0,Phd,Female,2,1,Married,4420.791698041655,0,2,3,19,12,0,7,0
39,Travel_Rarely,Sales,0,Masters,Male,3,1,Married,6516.316990794828,0,17,7,16,10,10,10,1
30,Travel_Rarely,Research & Development,0,Phd,Male,3,4,Married,2212.7822950511354,1,38,3,12,12,12,9,0
35,Travel_Rarely,Sales,0,Undergraduate,Male,1,2,Divorced,-1432.3431871512212,0,17,1,4,9,11,11,1
49,Travel_Rarely,Research & Development,0,Masters,Male,1,2,Married,1283.024694882592,0,25,3,2,13,10,14,0
65,Travel_Frequently,Research & Development,0,Phd,Male,1,3,Divorced,5819.505707629025,0,8,11,9,8,9,13,0
43,Travel_Rarely,Sales,0,High School,Male,1,1,Divorced,894.1234257350625,0,13,4,14,10,9,4,1
29,Travel_Frequently,Research & Development,0,Masters,Male,3,3,Single,5042.698993406899,0,23,2,7,0,9,11,0
28,Travel_Rarely,Research & Development,0,Phd,Female,0,1,Single,4689.558824633985,0,0,3,10,8,4,8,0
36,Travel_Frequently,Sales,0,Undergraduate,Male,2,3,Married,6691.663063915457,0,11,3,13,4,8,11,1
44,Travel_Rarely,Research & Development,0,Undergraduate,Female,1,1,Married,2592.6093108318732,0,27,4,17,5,11,3,0
22,Non-Travel,Research & Development,0,High School,Male,3,0,Single,2026.377019420182,0,22,3,4,13,3,11,0
37,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,2,Married,-780.3185415954949,0,21,2,13,9,9,9,0
42,Travel_Rarely,Research & Development,0,Masters,Female,1,0,Married,655.9051255896861,1,14,1,5,0,3,5,0
43,Travel_Rarely,Research & Development,0,Masters,Male,2,2,Married,1714.3886878451697,0,0,5,2,8,7,9,1
36,Travel_Rarely,Sales,0,Masters,Female,1,1,Married,2372.5803198459525,1,19,1,10,8,13,0,1
21,Travel_Rarely,Human Resources,0,Undergraduate,Male,1,8,Married,5408.998862952099,0,35,1,14,6,12,13,0
50,Travel_Frequently,Human Resources,0,Masters,Female,1,1,Divorced,3193.7784060216045,0,33,2,5,14,0,3,0
50,Non-Travel,Research & Development,0,Phd,Female,2,4,Married,3959.762259616469,0,25,4,11,14,7,5,0
37,Travel_Rarely,Research & Development,0,Masters,Male,1,2,Married,-2365.958729019945,1,27,0,10,4,11,10,0
31,Travel_Frequently,Research & Development,0,Undergraduate,Male,1,2,Divorced,3972.7813767782736,0,25,5,8,7,12,3,1
33,Travel_Frequently,Sales,0,Phd,Male,0,2,Single,5736.366755105266,0,29,6,6,11,2,10,0
32,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,4,Divorced,5525.072058656244,1,15,2,11,12,7,9,0
37,Travel_Rarely,Sales,0,Undergraduate,Male,2,2,Married,3338.9453055408144,0,28,2,7,8,3,3,0
39,Travel_Rarely,Sales,0,Undergraduate,Male,3,2,Married,1431.99701646059,0,25,4,13,2,4,6,0
22,Travel_Rarely,Sales,0,High School,Male,1,3,Married,4852.531871161149,0,32,3,15,3,4,6,0
20,Travel_Frequently,Research & Development,0,High School,Male,2,6,Married,2142.3032753218654,0,35,6,14,10,5,6,0
33,Travel_Rarely,Sales,0,Phd,Female,2,4,Single,4186.152743445274,1,22,4,18,1,14,10,0
37,Travel_Rarely,Human Resources,0,Masters,Male,1,5,Married,2631.758824335355,0,19,4,12,5,4,5,0
22,Travel_Frequently,Research & Development,0,Undergraduate,Male,0,6,Single,2932.123109308238,1,26,1,14,9,5,5,0
38,Travel_Rarely,Research & Development,0,Phd,Female,2,8,Divorced,854.6870481387223,0,36,3,12,2,14,3,0
46,Travel_Rarely,Research & Development,0,Phd,Male,1,2,Married,7303.108513760185,0,1,3,0,3,4,11,1
30,Travel_Frequently,Sales,0,Phd,Male,4,5,Married,4170.2761407918515,0,13,2,2,13,9,6,1
45,Travel_Rarely,Sales,0,Undergraduate,Male,4,5,Married,688.009859873297,0,13,5,4,5,2,1,0
27,Travel_Rarely,Research & Development,0,Undergraduate,Female,1,2,Married,2310.432866385908,0,39,2,9,3,1,1,0
40,Travel_Rarely,Sales,0,Undergraduate,Male,2,3,Single,257.1486151522745,0,38,1,5,5,7,7,1
24,Travel_Rarely,Sales,2,Undergraduate,Male,2,3,Single,1253.8342554932906,0,23,5,7,4,2,10,0
33,Travel_Rarely,Research & Development,0,High School,Male,4,2,Married,3364.8592543623413,0,7,3,6,12,5,12,1
23,Travel_Frequently,Research & Development,0,Undergraduate,Female,2,2,Single,2737.2274286782226,1,7,3,7,9,7,10,0
34,Non-Travel,Research & Development,0,Undergraduate,Male,5,3,Married,4360.754700228053,1,36,3,0,2,4,6,1
41,Travel_Rarely,Sales,0,Undergraduate,Male,3,0,Divorced,1559.3841784491783,0,5,3,16,9,4,11,0
48,Travel_Rarely,Sales,0,Masters,Male,3,4,Divorced,2559.347984789418,0,18,1,2,4,11,6,0
27,Non-Travel,Sales,0,Undergraduate,Male,1,6,Married,4101.396121932994,0,27,4,4,0,13,12,0
31,Non-Travel,Research & Development,0,Undergraduate,Female,2,1,Married,2370.9928248660303,0,21,2,7,1,7,3,0
17,Non-Travel,Research & Development,0,Masters,Female,3,4,Single,2763.740117674709,0,18,2,14,2,4,0,0
41,Travel_Rarely,Sales,0,High School,Male,1,5,Married,6473.181523901245,0,17,4,5,1,3,6,0
26,Travel_Rarely,Research & Development,0,Phd,Male,2,0,Single,1467.5928764283367,1,15,1,3,9,4,13,0
26,Travel_Rarely,Research & Development,0,Masters,Male,5,5,Married,5071.439699146185,0,29,2,8,1,13,2,1
34,Travel_Rarely,Sales,0,Undergraduate,Male,3,6,Married,1207.4533610284982,0,25,5,18,13,5,13,0
